,review,label
600," Boyutu, ağırlığı, görüntüsü, özellikleri tam aradığım gibi. Rengine debayıldım. 1 aydır kullanıyorum bazen touchpad 3-4 kez dokununcaalgılıyor. Umarım benim dokunmam ile alakalıdır. Problem fazlalaşırsa güncelleyeceğim. ",nötr
601, Ben iade etmek istiyorum ebatı büyük geldi ,negatif
602, Ekran kusurlu geldi iade için yetkili servis onayı gibi detaylaristediler işiniz yoksa uğraşın,negatif
603,19.09.2024: şarjı biraz kısa sürse de H serisi işlemci olması büyük avantaj ,nötr
604, 11.09.2024: Mağazadan çok memnun kaldım. ,pozitif
605, 16.05.2024: işlemcisi ofis işleri için yeterli ,pozitif
606, 07.05.2024: Paketleme güzeldi. Windows 11 pro yükledim. Gayet güzel çalıştırıyor. Şarjı 3 saat gider muhtemelen daha pek kullanamadım. Bence fiyat performan ürünü. Ancak üzerindeki barkodu okutunca garanti başlama tarihini Eylül 2023 olarak gördüm. Lenovoya mail attım cevap bekliyorum. ,pozitif
607, 09.03.2024: Hızlıca sağlam şekilde kargolandı. Cihazı arkadaşıma aldığım için test etme şansım olmadı. Bir tane daha almaya niyetlenmiştim ancak 14.000 liraya aldığım fiyattan stok kalmadı. Cihazda ekstra bir ram slotu ve sabit 8gb ram mevcuttu. NVMe pcie x4 hızına sahip.,nötr
608,21.08.2024: urununun wi'fi kartinda problem mevcut pil ile calisirken durmadan baglanti kopuklugu mevcut oluyor ,negatif
609, 01.08.2024: Ürün süper ancak m2 yuvasının vidasını yalama yapmış olarak gönderdiler tek sorunum oydu bir de aldıktan sonra myasus uygulamasını indirip garanti tarihinizi kontrol edin eğer farklı ise asus desteğine yazıp faturanızı gönderip formu doldurun güncelliyorlar iyi günler gamers_arenaya teşekkürler ayrıca ssd western digital 5000mb okuma 5000mb yazma ve ramler 5600mhz samsung ramler ,nötr
610," 26.04.2024: Arkadaşlar ürünün açıklamalarında 4800mhz ram olduğu yazıyor fakat içinde takılı olan ram 8x8 5600mhz samsung ram bilginiz olsun, alır almaz sıvı metal uyguladım sıcaklık değerleri performans gayet iyi tavsiye ederim ",pozitif
611, 19.04.2024: Bu modellerde kronik uyku problemi var. Uyku moduna aldığınız zaman cihaz tekrar uyanmıyor siyah ekranda kalıyor firmware kaynaklı bir problem. Smokeless umaf ile bios ayarlarını inceledim ancak hiçbir sonuca ulaşamadım. Termalleri gpu undervolt + cpu underclock yaparsanız fena değil. Armoury crate adlı bloatware yazılımı da kullanmanızı kesinlikle önermem bir sürü probleme sebep oluyor ve arkaplanda 20-30 tane servis çalışıyor. Kısacası bu bilgisayarı kesinlikle tavsiye etmiyorum. ,negatif
612, 09.04.2024: Bu fiyata alınabilecek en iyi cihaz.. Tık ses yok.. Bende anlamadım bazı yorumlarda sesli denmiş.. Ssd ve ram yükseltip uzun yıllar kullanılabilir bir cihaz.. 4060 140w 4070 110w ile performans farkı yok denecek kadar az.. Boşa para vermeyin derim.. Malzeme kalitesi baya baya iyi.. Tek şikayetim parmak izi olacak sanırım.. Alanlar güle güle kullansın.. ,pozitif
613, 27.03.2024: 1.5 gün de geldi Süper hızlı gönderi teşekkürler ,pozitif
614, 05.03.2024: Ürün beklediğimden daha iyi satıcının ilgisi hızlı kargo her şey mükemmel teşekkür ederim ,pozitif
615, 27.12.2023: 3 ay sonra magazadan fatura istedim hemen gönderdiler satıcı ilgili alakalı ,pozitif
616, 18.10.2023: makine güzel paketlenmiş sağlam bir şekilde ulaştı elime ,pozitif
617," 14.10.2023: Üründe kronik ışık sızması bulunuyor. Özellikle karanlık ortamda kullanırken siyah ekranlarda daha da göze batıyor. Ekran parlaklığını kısarak ve farklı açıları deneyerek kısmen kurtulabilirsiniz. Ayrıyeten ""Gamers_Arena"" satıcısını önermiyorum. ürünün parasını aldıktan sonra n11 ile beraber müşteriyi mağdur etmek için ellerinden geleni yapıyorlar. ",negatif
618, 14.10.2023: beklediğim gibi ,pozitif
619," 07.10.2023: Bende 30.969 TL iken 30/08/2023 tarihinde aldım. 1.5 aydır aktif kullanıyorum. İlk başta oyunlarda işlemci 90 derecelerde çalışıyordu. İnternetten, youtube'dan araştırınca Turbo Boost'u kapatında oyunlarda FPS 80'den en fazla 75'e düştü. Yani %3-5 kadar bir kayıp. Ancak işlemcinin sıcaklığı 90dan 75-80 aralarına kadar düştü. Yazılım, malzeme, donanım kalitesine söz yok. Çok kaliteli. Birde touchpad'i o kadar hassas, mükemmel ki. Artık mouse kullanmıyorum, çünkü touchpad kullanmak daha keyifli... ",pozitif
620," 19.09.2023: Kargo hızlıydı.Valorant 285-300 arası sabit FPS alıyor Yüksek ayarlarda. Kasma, donma yok. Testlerini yaptım. En fazla 93 dereceyi gördü. Ama bu laptop için normal yani Asus'un bu modelinde sıcaklıklar yüksek AMA FANLARI ÇOK İYİ ÇALIŞIYOR. Ve o sıcaklığı hemen soğutuyor. FreeDos geliyor. Win 11 pro yükledim. İnternetten indirebilirsiniz. Driver sorunu olmaması için win 11 şart yoksa ekran kartı kullanılmıyor. Bir cok test yaptım. Başarılı şekilde geçti. 30 dakikada %50 şarj oluyor. Pişman etmez. ",pozitif
621, 18.09.2023: 0 ilgi sakın sipariş vermeyin. laptopun ekranı arızalı çıktı ,negatif
622, 15.09.2023: gayet iyi ,pozitif
623, 13.09.2023: ürün güzel yanliz siyah ekranda ışık sızması yapıyor ,nötr
624," 11.09.2023: ürün çok iyi,indirimle 30900 tl ye aldım bu fiyata alınabilecek en iyi 4060 bilgisayar.oyun oynarken ısınma sorun olabiliyor bunun için armory crate yükleyip modları ayarlayabilirsiniz.kasa kalitesi oldukça iyi çok sağlam hissettiriyor. ",pozitif
625, 10.09.2023: Ürün uzun süredir takip ettiğim bir üründü 30900 e düşünce şok oldum hemen sipariş geçtim çünkü 34-37 arası fiyat aralığı vardı bir de 2 tb ssd aldım taktım memnunum bu fiyat aralığında süper oldu ,pozitif
626, 09.09.2023: Urun anlatildigi gibiydi. ,pozitif
627," 08.09.2023: Gayet Sağlam Bi 10 yıl götürür, sadece sol altta küçük bir ışık sızması vardı o da ıps panelin eksilerinden zaten. ",pozitif
628, 08.09.2023: Hizli ve guvenilir kargo. Urun sorunsuz elimde tesekkurler ,pozitif
629," 08.09.2023: sorunsuz, hızlı teslimat, ucuz fiyat hepsi bir arada satıcıya teşekkürler ",pozitif
630," 07.09.2023: Ürünü 3-4 gündür kullanıyorum. Hiçbir sorunla karşılaşmadım. Bilgisayar çok hızlı. Kalavye güzel, ekran kalitesi güzel. Henüz oyun testi yapamadım ama iyi olacağını düşünüyorum ",pozitif
631, 07.09.2023: Anlatmaya gerek yok görüyorsunuz piyasada en uygun fiyattı teşekkürler. Kargoda ya da üründe bir sorun olmadan teslim edildi yorumlara aldanmayın.,pozitif
632,11.08.2024: Memnun kaldım ,pozitif
633," 03.08.2024: 10 numara 5 yıldız bir laptop, tavsiye edilir... ",pozitif
634, 28.06.2024: guzel ama fanlar çok sesli gerçi laptop olduğu için normal ama fiyatına ve kalitesine göre gayet iyi öneririm ,pozitif
635, 24.06.2024: ürün hem görünüş hem kullanış hemde preformans bakımında çok iyi bir cihaz. gidip lenovo dell almak yerine bu bilgisayarı almalısınız kesinlikle. ,pozitif
636, 21.03.2023: windovs 11 kurarken çok zorlandım ama performansı iyi gibi daha bi kaç saattir kullanıyorum ileride tam performansını yazarım,nötr
637,07.09.2024: ürün fiyat performans ürünüdür ekran kartı ile işi olmayanlar için idealdir ön bellek yeterli ssd yeterli ve ek ram takma yeride mevcut ufak bir update ile uzun yıllar kasma yapmadan rahat rahat kullanabileceğimiz üründür. ,pozitif
638, 31.08.2024: Dell markasından şaşmayın. Arayüz hızı ve ses performansı diğer laptoplara bin basar. Havadan nem kapan lenovodan saçma sapan hp'den uzak durun. ,pozitif
639, 31.08.2024: Sıkıntısız teslimat ,pozitif
640, 15.08.2024: Sıkıntısız. Hızlı. Kullanışlı... ,pozitif
641, 12.08.2024: Tam istedigim gibi mukemmel ,pozitif
642, 22.07.2024: ÜRÜNDE SORUN YOK. FATURA TALEBİNDE BULUNUNCA FATURA GELDİ. ,pozitif
643, 16.07.2024: ofis notebooku gayet yeterli ,pozitif
644, 06.06.2024: Fp ürünü gayet hızlı ,pozitif
645, 06.06.2024: Fp ürünü ,pozitif
646, 08.05.2024: Fiyat Performans ürünü,pozitif
647,19.09.2024: Kesinlikle uzak durun. Çalışırken şarj almıyordu. Servise yönlendirdiler. 4770 tl ilave para istediler verdik. Servisten çıktı yine aynı sorun devam etti. Tekrar götürdük içini göstediler bilgisayarın toz içinde çıktı. Yeni sıfır bilgisayar toz içinde olur mu. Toplama ürün mü satıyorsunuz. Ürün orjinal HP değil mi ? Ürünü iade etmek istiyoruz. ,negatif
648," 15.09.2024: Merhabalar bilgisayarınalalı 1 ay oldu .SSD okuma hızı 9050 MB/s, upload hızı 12000 MB/s. RAM’i 8x2, yani 16 GB RAM var. Boşta iken GPU 40-50 derece arasında çalışıyor oyunda maksimum 80 dereceyi gördüm. Tüm oyunları ultra ayarlarda denedim. CS: GO 2’de 410 FPS, RDR 2’de 75-80 FPS, Control’de 90-95 FPS, Death Stranding’de 70 FPS, Watch Dogs: Legion’da 120 FPS, Forza Horizon 4’te 144 FPS ve Forza Horizon 5’te 80 FPS aldım. ekran klavyesinde tüm renkleri ayarlıya bilirsiniz . ",nötr
649, 13.09.2024: cocuk begendi ,pozitif
650, 11.09.2024: İade talebi oluşturdum. Sorunsuz ve hasarsız iadeyi teslim etmeme rağmen firma bataryadaki çizik nedeniyle mazeretimi reddetti. Kesinlikle uzak durulması gereken bir marka HP'ye bulaşmayın. ,negatif
651, 11.09.2024: ürün kaliteli ,pozitif
652," 07.09.2024: işlemcisi, soğutma , hp destek hizmeti, w11 kurulu gelmesi güzel , kasası da güzel, performansta max cs2 de 390 fps görüyor ama tabi sürekli max fan ve ekran kartı çalıştırma da olmaz , uzun süreli iş görecek düzgün bir laptop, ekran parlaklık renkleri güzel , böyle uzun süre kullanırız umarım. İleride ram desteği lazım olur, isteyen herkese nasip olsun inşallah benim uzun süredir oyuncu pc isteğim vardı , kıydık bu defa :) ",pozitif
653, 29.08.2024: gayet güzel ,pozitif
654, 13.08.2024: Memnun kaldım. Kargo hızlıydı. Cihaza laf söylemeye gerek yok zaten ,pozitif
655, 27.07.2024: Patekleme iyi yapılmış. Teşekkür ederim. ,pozitif
656, 05.07.2024: Ürünün ekranı %100 srgb 300 nit olarak satılıyor ama 45 ntsc 400 nit ekran ile geldi ekran kodu BOE0C76 ürün zaten muadillerine göre çok iyi bir fiyata satılıyor böyle yalanlara gerek yok diye düşünüyorum. ,negatif
657, 04.07.2024: Fiyat performans ürünü. Tavsiye ederim. ,pozitif
658, 04.07.2024: Öncelikle ürün panelinde 2 sıkıntı var. 1- 2 adet ölü pixel var. 2- Forumlarda da anlatıldığı gibi %100srgb değil. Burda en ayıp olan madde bu. 3 kere sordum teyit aldım. Ama ilgilenen de satan da bilmiyor ki. Ama beni tatmin etti diye ekran ve + başka monitörle kullandığım için iade etmedim. %100 srgb kaldırın. Bu dava edilse sıkıntı yaşarsınız.,nötr
659,"26.09.2024: Fiyatına göre inanılmaz bir cihaz. Yapısı kaliteli hissettiriyor, gerek oyun gerek grafik yazılımlarında şimdilik zorluk hissettirmedi. Herkese öneriyorum. ",pozitif
660, 21.09.2024: Genel olarak kaliteli bir ürün. ,pozitif
661, 20.09.2024: Duruşu premium hissi veriyor. Alan olursa mutlaka mouse yanında olsun. Dokunmatiği en son çalışan kısmı. Ekran kartı lenovonun kendi programını kurmadan bir türlü inmedi. Premiere de hızlı. Ben oyun için kullanmıyorum. Pili çabuk şarj ediyor. Ama kurgu yaparkende çok hızlı bitiyor. Elektriğe takmak şart. ,pozitif
662," 30.08.2024: tek kelimeyle eksiksiz bir ürün. 16"" WQXGA ekran 32gb ddr5 ram rtx4060 ekran kartı daha birşeye gerek yok. ",pozitif
663, 26.08.2024: Şimdilik çok memnunum Fiyat performansı kalitesi beklentilerimi karşıladı ,pozitif
664, 21.08.2024: ürün gayet kaliteli ,pozitif
665, 26.07.2024: Fiyat performans ürünü. Bir laptopta arayabileceğiniz her şey var. ,pozitif
666, 02.07.2024: Kutusu hasarlı geldi iade ettim. ,negatif
667, 23.06.2024: özelliklerini yansıtmıyor. ,negatif
668, 10.06.2024: Fiyat performans ürünü denilen bu olsa gerek ,pozitif
669, 30.05.2024: Ürünü hala deneme aşamasındayim. Kampanyalari takip ederek almaya çalıştım. Fiyat performans ürünü diyebilirim. ,pozitif
670, 16.05.2024: urunun donanimsal sikintisi var urun surekli mavi ekran veriyor arada bi ekran karariyor ben urunu iade etmek istedim ancak kutu acildi diye kabul etmediler teknik servisle iletisime gectim ama onlarda yazilimini incelemeden direk red yazmislar ürün sikintili arkadaslar satici iadede almiyor ,negatif
671," 16.05.2024: Bir haftalık deneyimim Bilgisayar tasarım olarak çok şık. Her yeri alüminyum ama üstünde her türlü temasta iz kalıyor. İ7 şimdilik işimi görüyor, 4060'da üzmedi. Ama çok ağır işlemlere hala gitmiş değilim. Video edit ve animasyon amaçlı aldım. After'da fena değil. Premiere'de şu ana kadar iyiydi. Henüz ağır proje çalışmadım. Ama ssd ve ram kesinlikle arttırmam gerekecek. Soğutma iyi. Ekran bir üst versiyonunu alsam daha iyi olurdu. Ama iş görüyor. Ben üst versiyonunu öneririm imkan varsa. ",pozitif
672," 06.04.2024: Satıcı hemen kargoladı ürünü, ürün beklediğimden çok iyi. Gerçekten performans bilgisayarı emsalleri 2 katı pahalı. ",pozitif
673," 20.03.2024: Ürünü yaklaşık bir aydır kullanıyorum. Ben çok beğendim. mühendislik uygulamalarında ve günümüz yüksek performans oyunlarında benim isteklerimi karşıladı. Direkt olarak oyun bilgisayarı olarak üretilmiş bir cihaz değil. Ram ve depolama, ekran kartı her şeyiyle tam istediğim gibi bir cihaz. Alacak kişilere tavsiye ederim. Not: Ürün freedos ve bence böylesi daha iyi boşa para vermeye gerek yok. İlk w11 yüklediğinizde driverlar yok. vantage kullanrak hepsini tek seferde yüklüyor. Ben ürüne bayıldım ",pozitif
674," 20.03.2024: Ürün güzel ve kaliteli, hiçbir sıkıntı yaşamadım, teşekkürler. ",pozitif
675," 19.03.2024: Freedos olması dert değil ancak W11 yükleme sonrası Wi-fi özelliği default olarak yoktu, rezalet. 3 gün uğraştım ve External Hardware ile halledebildim. Ancak Wi-Fi performansı daha bile rezalet çünkü eski S4 Mini telefonum bile bundan daha iyi bir çekime ve tutarlılığa sahipti. Sürekli olarak kopma sorunu var ve çözüm yöntemlerinin hiçbiri çalışmıyor. Telefonumdan erişim noktası ilr bağlayıp dibine bile yerleştirsem sonuç yine aynı. Ethernet port da bulunmamakta. Hayal kırıklığı maalesef... ",negatif
676, 18.03.2024: Ürün güzel ürün ama satıcı firmayı tavsiye etmiyorum. Tek Yıldızı da ürünü sadece bu satıcı sattığı için veriyorum. Satış sonra mağduriyet yaşadım. ,negatif
677, 14.03.2024: sarj hızlı bitiriyor onun harici gayet güzel ve hızlı ,pozitif
678," 08.03.2024: Ürünün ekranı 60 hz onun haricinde pil ömrü performansı hızı çok tatmin edici. Çok başarılı bir ürün. Ekranın parlaklığı iyi, kasası metal olması soğutmasını da verim hale getiriyor. Tavsiye ediyorum.",pozitif
679,10.08.2024: Ürün çok kaliteli Fiyatına göre emsal bilgisayarların üstünde donanıma sahip tavsiye ederim,pozitif
680,19.02.2024: Fiyatına göre alınacak en iyi laptoplardan birtanesi ,pozitif
681, 20.09.2023: Monster çok kaliteli ve yüksek performanslı üstelik yerli üretim daha ne olsun 👏🏻👏🏻👏🏻 ,pozitif
682, 03.09.2023: uzun zamandır takip ettiğim bir marka sonunda karar verdim ve aldım ürüne gelirsek şuan için yorum yapmak istemiyorum burdan okuyan kimseleri yanlış yönlendirmek istemem biraz kullandıktan sonra kullanıcı olarak yorum yazıcam yanlız şunu belirtmek isterimki yerli markalarımıza sahip çıkalım.monster'a başarılarının devamını diliyorum ,nötr
683, 16.04.2023: Cihaz ofis ve eğitim işlerinde oldukça başarılı görünüyor. Henüz yeni aldım ancak ilk izlenim oldukça iyi. Teşekkürler. ,pozitif
684," 21.03.2023: bilgisayar çok iyi ve güzel. AMA tek bir problem var ve çok önemli, Wi-fi 6 A ama bağlantısı berbat. net modeminin yanında 130Mbps olan hız yan odada 8e düşüyor. teknik servis kasasının metal alaşımlı olduğundan normal ve sorun yok dedi. ",negatif
685," 04.03.2023: Ürün kesinlikle memnun kalabileceğiniz türde bir ürün. Ekran ve 120hz oluşu kesinlikle çok büyük artı, İşlemci ve grafik kartına gelirsek bütün gündelik işlerinizi hiç sorun yaşamadan göreceğinize emin olabilirsiniz ben ekstra akşamları 1-2 saat oyun deneyimine bakmak istedim valorant, ets2 hatta bf1 oyununda dahi günümüze göre iyi şartlarda oynadım diyebilirim tabiki yüksek fpsler beklemeyin bir oyun bilgisayarı değil sonuçta ancak can sıkıntısına oyunda oynarım arada derseniz sorun yaşatmaz. ",pozitif
686, 21.02.2023: Ürün kalite anlatmaya gerek yok bence:)ama çok pahalııııııııı ,pozitif
687, 12.01.2023: norton hediyem gelmedi,negatif
688,"25.09.2024: urun görsslde klavye isikli, ancak gercekte klavye isiksiz. laptop bu fiyata cok iyi ",pozitif
689," 25.09.2024: 13. Nesil i5-13420H işlemcili cihaz bu fiyata bulunmaz, tercihe göre 8 GB daha RAM takviyesiyle 10 seneyi rahat devirir. Cihaz MIL-STD-810H askeri standart testlerine uygun olarak üretiliyor, 10 senelik Dell kullanıcısıyım, malzeme kalitesine güvenemediğim için bunu aldım. Oyunla işiniz yoksa sonuç odaklı sağlam makine. Sıfır kutusunda, hızlı kargolama, güzel paketleme ve uygun fiyat. Satıcıya teşekkürler, hayırlı işler dilerim. ",pozitif
690, 19.09.2024: güzel ,pozitif
691, 18.09.2024: 12. Nesil parasına 13. Nesil ,pozitif
692, 16.09.2024: 13.nesil performansı çok güzel ürün ,pozitif
693, 16.09.2024: Ortalama 2 hafta önce kardeşimin ofis ve genel işleri için sipariş ettim.Böyle şeyleri çok detaylı araştırıp sonrasında alan biriyim.Bu fiyata bu işlemci ile piyasada leptop bulamazsınız.Windows kurulumu çok basit usbye kurarsınız zaten ilk açılışta direk windows kurulum sayfası geliyor uğraşmam dersenizde pc ciye götürün 10 dkda kursun.Ürün ekran kasa olarak sorunsuz ulaştı.Kaçırmayın derim.Saygılarımla. ,pozitif
694," 08.09.2024: saat 3te siparişi vermeme rağmen 1 saat icinde kargoya verildi, 2 gün sonra ise Van'a geldi. Ürün kapali kutu ve satici durust. ",pozitif
695, 31.08.2024: f/p ürünü güzel teşekkürler ,pozitif
696, 31.08.2024: f/p ürünü güzel teşekkürler ,pozitif
697, 30.08.2024: 10 yıl gitmesi için 8gb ram ilave edilmesi yeterli ,pozitif
698, 29.08.2024: fiyati uygun marka lenovo gayet güzel performansı iyi tşk. ,pozitif
699, 28.08.2024: fiyatına göre gayet iyi ,pozitif
700," 16.08.2024: hızlı teslimat, ilgili mağaza ",pozitif
701, 04.08.2024: işlemcisi güçlü ve uygun fiyatlı,pozitif
702,güzel bir ürün cocuklarin odasına aldım. çarşafı tam istediğim gibi ,pozitif
703, güzel ürün teşekkürler ,pozitif
704, Harika geldi tam göründüğü gibi ,pozitif
705, firma için tercih ettiğimiz marka son dönemde. ofis isleri için  ideal. ,pozitif
706, gayet iyi sorunsuz ve hızlı geldi ,pozitif
707, Hızlı ve sağlam bir şekilde geldi ,pozitif
708, çok güzel... ,pozitif
709, Uygun fiyat güzel ürün ,pozitif
710, Güzel geldi beğendım ,pozitif
711, İyi kargolama güvenilir satıcı ,pozitif
712, tasarimi guzel universite ogrencisiyim performans olarak istedigimozelliklere sahip olan piyasaya gore uygun fiyatli bir urun umarim uzun omurludur ,pozitif
713, Güzel ürün ,pozitif
714, Ürün gayet güzel ,pozitif
715, ürün güzel ,pozitif
716, Çok iyi satıcı çok hızlı ,pozitif
717, çok hızlı geldi ve bilgisayar çok iyi ,pozitif
718, kamerasında sorun var ,pozitif
719, ürün güzel fakat çok hantal birde cihazın garantisi süresi baslayali 6ay olmuş bu yüzden iade edeceğim.  bu satıcıdan mal alınmaz esnfligi 5para etmez mali iade almamak için yalan konuşuyor.  ama ben tüketicihaklarına ve ilgili merilere gerekli sikyeti yapacagim birde lenovaninteknik inceleme belgesi gelsin tabi buda yalan degilse. ,negatif
720, Paketleme iyiydi ve çok hızlı geldi memnun kaldık ,pozitif
721, O kadar sağlam paketlenmiş ki ,pozitif
722, Paketleme güzeldi sorunsuz ulaştı 👍🏻 ,pozitif
723, Beklediğimden daha iyi bir dizüstü bilgisayar. Oldukça hızlı teslimat.İlgili satıcı. ,pozitif
724, Ürün elime ulaştı özenli paketleme ve hızlı teslimat için teşekkürlerbeğendiğim bir üründü gayet  güzel gönül rahatlığı ile alabilirsiniz iyiçalışmalar 😊👍 ,pozitif
725, Ürün iyi paketlenmişti Bizans kapısı gibi :) ürün gayet iyi yalnız 1yıldız düşürmemin sebebi kurulumu bilmeyenler için free doss formatatmak istediğinde f2 ile enable olan birkaç şeyi disablade yapılmasılazım yoksa USB sürücüyü görmüyor İnternetse bununla ilgili bir taneanlatım var onuda şansınıza bulabilirseniz düşünmeden alınabilir. Birürün yoksa bilgisayarcılara götüreceksiniz ekstra bir masraf çıkacaksize kurulum İçin ,pozitif
726, Değişim istediğim halde GTI BİLİŞİM para iadesi yapıyor. Çünkü kurfarkından dolayı işine öyle geliyor. Ve bununda Trendyol karar veriyordiye Trendyola suç atıyor. ,negatif
727, şimdilik sıkıntısı yok sorunsuz geldi ,pozitif
728, Aldığım ürünün garantisi 6 ay önce başlamış gibi görünüyor satıcı durumaüstü kapalı cevaplar veriyor çok hızlı değişen fiyatlar olmasa iadeederdim ama maalesef aldığım fiyata tekrar bulamadığım için iade etmedim. ,negatif
729, ürün de satıcıda iyi zamanında ve kusursuz teslimat ,pozitif
730, SAĞLAM SATICI GÜZEL ÜRÜN SLİM KASA ÇOK İNCE. SIKINTISI FREE DOS GELMESİONUDA 1KAÇ SAATE HALLETTİK. SATICIYA TEŞEKKÜRLER.,pozitif
731,On nımara ürün ,pozitif
732, Kullnışlı ürün ,pozitif
733, Lenovo f/p malzeme kalitesinde bir firma ve çok talep görüyor.Düşünmeden alabilirsiniz ,pozitif
734, çok güzel bir laptop hızı da ideal günlük yaşantımda da kullanıyorum ,pozitif
735, kızım için aldım şu ana kadar bir sıkıntısı olmadı tuşlarıda ışıklıolsaydı iyi olurdu gayet güzel bir cihaz kızım memnun kaldı tavsiye ederim. ,pozitif
736, kızım için almıştık gayet güzel fiyat performans ürünü ,pozitif
737, Güvenilir satıcı ve hızlı geldi. Çok kaliteli ve kullanışlı ,pozitif
738," Satıcıya teşekkür ederim, sorunsuz ürün. ",pozitif
739, cok kullanisli kasma yapmiyor ,pozitif
740, ürünü indirimde iken aldım. gayet memnunum kaldim ,pozitif
741, Alın aldırın ihtiyacınız varda en iyi ürün bu ,pozitif
742, anneme aldık çok memnun ,pozitif
743, gayet güzel. estetik bir yapısı var çok hafif ekranı yeterli boyuttaşarjı biraz hızlı bitiyor. uygulamaları açma hızı gayet iyi ,pozitif
744, tek kelimeyle mükemmel ,pozitif
745, çok iyi fiyat performans ürünü ,pozitif
746, Beğendim tabi ufak tefek değişiklikler yaptım fakat inceliği rengi ekranbüyüklüğü tuş yapısı vs laptopun tam istediğim gibi teşekkürler ,pozitif
747, Güzel ürün tavsiye ederim ,pozitif
748, Ya mükemmek bi ürün kesinlikle fp ürünğ alın derim ,pozitif
749, Bu paraya alınacak en iyi bilgisayarlardan biri. tavsiye edilir ,pozitif
750," 3 aydır kullanıyorum,çok kullanışlı,kasma falan olmadı:) ",pozitif
751, Gündelik home ofis işler için seri pratik ,pozitif
752, cok guzl ve kullanimi kolay ,pozitif
753, Gayet güzel ,pozitif
754, gayet güzel kullanım olarak da kullandığımız bı marka üst modeli vedeWindows lu olması yardımcı oldu tşkler ,pozitif
755, Ev ve iş için ideal ,pozitif
756, güzel ürün ,pozitif
757, Kaliteli ve çok iyi ,pozitif
758, Çok memnunum iyi ki almışım ,pozitif
759, Kargo hızlı ve sağlam geldi benim ihtiyacımı karşılıyor hafif ve şık ,pozitif
760, herşey için çok teşekkürler ,pozitif
761, On nımara ürün ,pozitif
762, Kullnışlı ürün ,pozitif
763, Lenovo f/p malzeme kalitesinde bir firma ve çok talep görüyor.Düşünmeden alabilirsiniz ,pozitif
764, çok güzel bir laptop hızı da ideal günlük yaşantımda da kullanıyorum ,pozitif
765, kızım için aldım şu ana kadar bir sıkıntısı olmadı tuşlarıda ışıklıolsaydı iyi olurdu gayet güzel bir cihaz kızım memnun kaldı tavsiye ederim. ,pozitif
766, kızım için almıştık gayet güzel fiyat performans ürünü ,pozitif
767, Güvenilir satıcı ve hızlı geldi. Çok kaliteli ve kullanışlı ,pozitif
768," Satıcıya teşekkür ederim, sorunsuz ürün. ",pozitif
769, cok kullanisli kasma yapmiyor ,pozitif
770, ürünü indirimde iken aldım. gayet memnunum kaldim ,pozitif
771, Alın aldırın ihtiyacınız varda en iyi ürün bu ,pozitif
772, anneme aldık çok memnun ,pozitif
773, gayet güzel. estetik bir yapısı var çok hafif ekranı yeterli boyuttaşarjı biraz hızlı bitiyor. uygulamaları açma hızı gayet iyi ,pozitif
774, tek kelimeyle mükemmel ,pozitif
775, çok iyi fiyat performans ürünü ,pozitif
776, Beğendim tabi ufak tefek değişiklikler yaptım fakat inceliği rengi ekranbüyüklüğü tuş yapısı vs laptopun tam istediğim gibi teşekkürler ,pozitif
777, Güzel ürün tavsiye ederim ,pozitif
778, Ya mükemmek bi ürün kesinlikle fp ürünğ alın derim ,pozitif
779, Bu paraya alınacak en iyi bilgisayarlardan biri. tavsiye edilir ,pozitif
780," 3 aydır kullanıyorum,çok kullanışlı,kasma falan olmadı:) ",pozitif
781, Gündelik home ofis işler için seri pratik ,pozitif
782, cok guzl ve kullanimi kolay ,pozitif
783, Gayet güzel ,pozitif
784, gayet güzel kullanım olarak da kullandığımız bı marka üst modeli vedeWindows lu olması yardımcı oldu tşkler ,pozitif
785, Ev ve iş için ideal ,pozitif
786, güzel ürün ,pozitif
787, Kaliteli ve çok iyi ,pozitif
788, Çok memnunum iyi ki almışım ,pozitif
789, Kargo hızlı ve sağlam geldi benim ihtiyacımı karşılıyor hafif ve şık ,pozitif
790, herşey için çok teşekkürler ,pozitif
791, iki kızımda aldim çok kullanişli ,pozitif
792, fiyat performans ++ ,pozitif
793, Gerçekten harika bayıldım arkadaşlar tavsiye ediyorum ❤️ ,pozitif
794, Tavsiye ederim. ,pozitif
795, Tek kelime ile muhteşem ,pozitif
796, bence harika ,pozitif
797, Hızlı teslimat ve sorunsuz bir şekilde elime ulaştı ,pozitif
798," kargolama çok iyiydi, Trendyol ek kutuya da koymuş sapasağlam geldi.Dersler network video hazırlama için daha kullanışlı olur diye aldım veyeterli, oyun kaldirir mi yavaslar mi bilemem, 3 günde geldi. ben sevdimalınır 7,700₺ iken falan almıştım fiyatı düşünce alın derim😅🤭 ",pozitif
799, ürün beklediğimden daha da iyi çıktı ,pozitif
800, Mükkemmel bu fiyata bu kalite alın aldırın😍 ,pozitif
801, hızlı kargo mükemmel teknoloji ,pozitif
802, küçük capli oyunlar ve gundelik odev yapmak dizi izlemek mac izlemekicin ideal bir bilgisayar ancak gunde uzun kullanirim diyorsaniz sarjperformansi pek iyi degil ona gore alin ,nötr
803," şarj performansı çok kötü, ",negatif
804, Memnunum…. ,pozitif
805, severek kullanıyorum ,pozitif
806, Gayet güzel iyi fiyat ,pozitif
